YEAR,ID,TYPE,ARCHITECTURE,TECHNOLOGY,TITLE,ABSTRACT,AUTHORS,COMMENTS,Csamp [pF],AREA [mm^2],SNDR_lf [dB],fin_hf [Hz],SNDR_hf [dB],SNR [dB],DR [dB],-THD [dB],SFDR [dB],SNDR_plot [dB],P [W],fs [Hz],OSR,fsnyq [Hz],P/fsnyq [pJ],FOMW_lf [fJ/conv-step],FOMW_hf [fJ/conv-step],FOMS_lf [dB],FOMS_hf [dB],FOMW_hf/fsnyq,"FOMS,hf+10log(fsnyq)",source
2004,25.5,NQ,Pipe,0.25,A 12b 80MS/s pipelined ADC with bootstrapped digital calibration,"A 12 b 80 MS/s pipelined ADC is calibrated for constant and signal-dependent gain errors as well as for slew-rate errors. With foreground calibration, peak SNDR is 72.6 dB, and peak SFDR is 85.4 dB. Using an on-chip microprocessor for calibration, the total power dissipation is 755 mW from 2.5 V, and the active area is 19.6 mm2 in a 0.25 ?m CMOS process. ","Carl R. Grace, Paul J. Hurst, and Stephen H. Lewis,", , ,19.6,,40000000,72.6,,,,84.5,72.6,7.55E-01,8.00E+07,1,8.00E+07,9.44E+03,,2707.1,,149.8,3.38E-05,228.87,ISSCC
2004,25.6,NQ,Pipe,0.13,An 80MHz 10b pipeline ADC with dynamic range doubling and dynamic reference selection,A 10 b 80 MHz pipeline ADC consumes 22 mA at 1.5 V and occupies a die area of 0.3 mm2 in a 0.13 ?m CMOS technology. The ADC is based on a conventional 1.5 b pipeline architecture combined with dynamic-range-doubling and dynamic-reference-selection algorithms.,"Olaf Stroeble, Victor Dias, and Christoph Schwoerer,", , ,0.3,,40000000,55.9,,,,,55.9,3.30E-02,8.00E+07,1,8.00E+07,4.13E+02,,805.7,,146.8,1.01E-05,225.81,ISSCC
2004,25.7,NQ,Pipe,0.18,A 14b-linear capacitor self-trimming pipelined ADC,"Capacitor mismatch in a 1.5 b/stage pipelined ADC is self-trimmed with a zero-forcing calibration loop based on ?ä polarity detection. Signal-subtracted analog PN error correlation shortens background calibration time by a factor of 10. The 4.2?3.8 mm2 chip in 0.18 ?m CMOS exhibits 1 LSB INL at 14 b, 84 dB SFDR at 30 MS/s, and consumes 350 mW at 3 V. ","Seung-Tak Ryu, Sourja Ray, Bang-Sup Song, Gyu-Hyeong Cho, and Kanti Bacrania", , ,15.96,,15000000,61,,,78,84,61,3.50E-01,3.00E+07,1,3.00E+07,1.17E+04,,12724.8,,137.3,4.24E-04,212.09,ISSCC
2005,9.1,OS,"SDSC, Switched RC",0.35,A 0.6V 82dB ?ä audio ADC using switched-RC integrators,"A 2-2 MASH ADC consumes 1mW from a 0.6V supply. It utilizes a local feedback loop for large input range, and switched-RC integrators to achieve high linearity without clock boosting or bootstrapping. The prototype IC is fabricated in a 0.35?m CMOS process. It provides 82dB DR over the A-weighted audio band, and 103dB SFDR at -3dBFS input.","Gil-cho Ahn; Dong-young Chang; Brown, M.; Ozaki, N.; Youra, H.; Yamamura, K.; Hamashita, K.; Takasuka, K.; Temes, G.C.; Un-Ku Moon", , ,2.88,,24000,81,81,82,,103,81,1.00E-03,3.07E+06,64,4.80E+04,2.08E+04,,2271.8,,154.8,4.73E-02,201.61,ISSCC
2005,9.2,OS,SDSC,0.09,A low-power multi-bit ?ä modulator in 90nm digital CMOS without DEM,"A 2nd-order 4b ?ä modulator uses 3- and 5-level DAC. Truncating the ADC output while shaping and cancelling the error enables the use of low-resolution DAC and avoids DEM. The prototype is implemented in a 90nm digital CMOS technology and uses 2.1 mW from a 1.3V supply with a 40MHz clock. The SNDR is 52dB, 61dB and 72dB for an OSR of 10, 20 and 50, respectively.","Jiang Yu; Maloberti, F.", , ,0.4,,2000000,51,,58,,,51,2.10E-03,4.00E+07,10,4.00E+06,5.25E+02,,1811,,140.8,4.53E-04,206.81,ISSCC
2005,9.3,OS,SDSC,0.09,A 66dB DR 1.2V 1.2mW single-amplifier double-sampling 2nd-order ?ä ADC for WCDMA in 90nm CMOS,"A single-amplifier double-sampling second-order ?ä ADC with 5-level quantization is implemented in 90nm CMOS. To alleviate the capacitor mismatch issues in double sampling techniques, a single capacitor method is introduced, achieving 63dB peak SNDR and 66dB DR in a 1.94MHz bandwidth while consuming 1.2mW from a 1.2V supply.","Jinseok Koh; Yunyoung Choi; Gomez, G.", , ,0.26,,1940000,63,,66,,,63,1.20E-03,3.84E+07,10,3.88E+06,3.09E+02,,267.9,,155.1,6.91E-05,220.97,ISSCC
2005,9.4,OS,SDSC,0.25,A 100dB SNR 2.5MS/s output data rate ?ä ADC,"A multi-bit cascaded 2-2-0 ?ä modulator in 0.25?m CMOS attains 100dB SNR in a 1MHz signal bandwidth. The complete A/D converter includes an on-chip operational amplifier for driving the large input capacitors dictated by kT/C noise, a reference buffer and a programmable decimation filter. The power consumption of the modulator including reference buffer is 475mW from a dual supply (2.5V and 5V).","Brewer, R.; Gorbold, J.; Hurrell, P.; Lyden, C.; Maurino, R.; Vickery, M.",DR manually extracted from plot, ,20.21,,1000000,,100,103,,,100,4.75E-01,2.00E+07,10,2.00E+06,2.38E+05,,2905.2,,163.2,1.45E-03,226.24,ISSCC
2005,9.5,OS,"SDSC, Pipe",0.18,An 80MHz 4? oversampled cascaded ?ä-pipelined ADC with 75dB DR and 87dB SFDR,"A 2nd-order 4b ?ä modulator in cascade with a 9b pipeline clocked at 80MHz achieves 75dB DR, 74dB peak SNR and more than 87dB SFDR in a 10MHz bandwidth by means of background digital linearization and noise-cancellation algorithms. The 0.18?m CMOS chip consumes 240mW including reference generator, digital decimator and correction logic.","Bosi, A.; Panigada, A.; Cesura, G.; Castello, R.", , ,4,,10000000,73.5,73.8,75,,87,73.5,2.40E-01,8.00E+07,4,2.00E+07,1.20E+04,,3103.3,,149.7,1.55E-04,222.71,ISSCC
2005,9.6,OS,"SDCT, SDSC",0.35,A 106dB SNR hybrid oversampling ADC for digital audio,"A ?ä ADC with a CT 1st-stage is presented. A hybrid tuning circuit adjusts the RC time constant to compensate for process, supply, and sampling rate variations. The ISI of the feedback DAC is eliminated by an RTZ scheme applied to the error current of the CT integrator. The ADC achieves 106dB SNR, -97dB THD+N, occupies 0.82mm2 in a 0.35?m CMOS process and dissipates 18mW. ","Nguyen, K.; Adams, B.; Sweetland, K.; Huaijin Chen; McLaughlin, K.", , ,0.82,,20000,97,106,106,,,97,1.80E-02,6.14E+06,154,4.00E+04,4.50E+05,,7775.7,,157.5,1.94E-01,203.48,ISSCC
2005,9.7,OS,"SDCT, SDSC",0.18,A 0.18?m 102dB-SNR mixed CT SC audio-band ?ä ADC,A second-order mixed CT SC ?ä modulator uses multi-bit feedback to reduce clock-jitter sensitivity. The chip is implemented in 0.18?m CMOS using 3.3V I/O devices and achieves 102dB SNR in a 20kHz bandwidth by using chopper stabilization to reduce flicker noise. The ADC core draws 11.3mA from a 3.3V supply and occupies 0.65mm2. ,"Morrow, P.; Chamarro, M.; Lyden, C.; Ventura, P.; Abo, A.; Matamura, A.; Keane, M.; O'Brien, R.; Minogue, P.; Mansson, J.; McGuinness, N.; McGranaghan, M.; Ryan, I.", , ,0.65,,20000,,102,,,,102,3.70E-02,6.14E+06,154,4.00E+04,9.25E+05,,8987.6,,159.3,2.25E-01,205.35,ISSCC
2005,15.2,NQ,Pipe,0.09,A 3.3 mW 12 MS/s 10b pipelined ADC in 90 nm digital CMOS,A 10b pipelined ADC has been realized in a digital 90 nm CMOS technology using techniques such as switched opamps and switched-input buffers. Measurements show that this ADC samples at 12 MS/s achieving a peak SNDR of 52.6 dB using a 1.2 V supply. It consumes 3.3 mW and occupies 0.3 mm2 core area. ,"Wang, R.; Martin, K.; Johns, D.; Burra, G.", , ,0.3,,6000000,52.6,,,,,52.6,3.30E-03,1.20E+07,1,1.20E+07,2.75E+02,,789,,145.2,6.58E-05,215.99,ISSCC
2005,15.3,NQ,"Pipe, Scalable",0.18,A 50 MS/s (35 mW) to 1 kS/s (15 ?W) power scaleable 10b pipelined ADC with minimal bias current variation,A new opamp with a short power-on time is used in a 10b 1.5b/stage power scalable pipelined ADC in 0.18 ?m CMOS. A current modulation technique is used so that as the power is varied from 15 ?W (at 1 kS/s) to 35 mW (at 50 MS/s) the bias currents only increase by a factor of 50. The SNDR is 54 to 56 dB for all sampling rates.,"Ahmed, I.; Johns, D.", , ,1.2,,25000000,55,,,,,55,3.50E-02,5.00E+07,1,5.00E+07,7.00E+02,,1523.5,,143.5,3.05E-05,220.53,ISSCC
2005,15.4,NQ,Pipe,0.18,A 10 b 125 MS/s 40 mW pipelined ADC in 0.18 ?m CMOS,"A 10 b 125 MS/s pipelined ADC uses a new front-end circuit and consumes 40 mW from a 1.8 V supply. The ADC is implemented in a 0.18 ?m CMOS process and has an active area of 1.1?0.6 mm2. Measured INL (integral nonlinearity) and DNL (differential nonlinearity) are within ñ0.7 LSB, and ñ0.5 LSB, respectively. Peak SNDR is 53.7 dB with a 2 MHz input.","Yoshioka, M.; Kudo, M.; Gotoh, K.; Watanabe, Y.", , ,0.66,,62500000,53.7,,,,,53.7,4.00E-02,1.25E+08,1,1.25E+08,3.20E+02,,808.9,,145.6,6.47E-06,226.61,ISSCC
2005,15.5,NQ,Pipe,0.18,A 30mW 8b 200MS/s pipelined CMOS ADC using a switched-opamp technique,"An 8b 200MS/s 2.8b-per-stage pipelined ADC is realized in a 0.18?m CMOS process. By using partially switched operational amplifiers, the ADC consumes 30mW from a 1.8V supply and occupies 0.15mm2. The ADC achieves 47.3dB SNDR, 55.8dB SFDR, and 7.6 ENOB for a 90MHz input at 200MS/s.",Hwi-Cheol Kim; Deog-Kyoon Jeong; Wonchan Kim, , ,0.15,,100000000,47.3,,,,55.8,47.3,3.00E-02,2.00E+08,1,2.00E+08,1.50E+02,,792.3,,142.5,3.96E-06,225.54,ISSCC
2005,27.1,OS,SDCT,0.13,A 3mW 74dB SNR 2MHz CT ?ä ADC with a tracking-ADC-quantizer in 0.13 ?m CMOS,"A third-order CT multibit ?ä ADC for wireless applications is implemented in 0.13 ?m CMOS. Instead of using a 4b flash quantizer, a tracking ADC composed of 3 comparators with interpolation is used to reduce the power consumption. Over a bandwidth of 2MHz the SNR is 74dB. The ADC consumes 3mW from a 1.5V supply when clocked at 104MHz.","Dorrer, L.; Kuttner, F.; Greco, P.; Derksen, S.", , ,0.3,,2000000,71,72,80,,,71,3.00E-03,1.04E+08,26,4.00E+06,7.50E+02,,258.7,,159.2,6.47E-05,225.26,ISSCC
2005,27.2,OS,SDCT,0.11,A 1.2V 3.5mW ?ä modulator with a passive current summing network and a variable gain function,"A 1.2V 3.5mW CT ?ä modulator with a mixer for a mobile digital TV receiver is implemented in 0.11 ?m CMOS. A current summing network composed of passive elements is used in the loop filter feedforward path, contributing to the low power consumption. A 78dB total DR is achieved by varying the DAC output power with the input signal power.","Nagai, T.; Satou, H.; Yamazaki, H.; Watanabe, Y.", , ,0.62,,428000,,63,75,,,63,3.50E-03,1.32E+08,154,8.56E+05,4.09E+03,,3542.3,,143.9,4.14E-03,203.2,ISSCC
2005,27.3,OS,SDCT,0.09,A 4th-order 86dB CT ?ä ADC with two amplifiers in 90nm CMOS,A fourth-order 1b CT ?ä converter using a two-amplifier loop and a 267MHz sampling frequency is implemented in 90nm CMOS. A double-loop architecture couples passive poles with a reduced number of active blocks to improve area and power while achieving 86dB peak SNR over a 600kHz band.,"Das, A.; Hezar, R.; Byrd, R.; Gomez, G.; Haroun, B.", , ,0.25,,600000,,86,86,,,86,5.40E-03,2.67E+08,223,1.20E+06,4.50E+03,,275.9,,166.5,2.30E-04,227.25,ISSCC
2005,27.4,OS,SDCT,0.09,A low-noise low-voltage CT ?ä modulator with digital compensation of excess loop delay,"The implementation of a 3rd-order 50MS/s CT ?ä modulator with 5 levels of quantization, for a CDMA2k receiver, is presented. Its 9nVrms/ûHz input referred noise produces 80dB of DR in a 600kHz BW for signals as low as 70mVrms. It draws 4mA from a single 1.5V supply, uses a 90nm CMOS process and occupies 0.25mm2. ","Fontaine, P.; Mohieldin, A.N.; Bellaouar, A.", , ,0.25,,600000,74,77,77,,,74,6.00E-03,5.04E+07,42,1.20E+06,5.00E+03,,1220.7,,154,1.02E-03,214.79,ISSCC
2005,27.5,OS,"SDCT, Filter",0.18,A 4.7mW 89.5dB DR CT complex ?ä ADC with built-in LPF,"A CT complex ?ä ADC with built-in LPF is presented. A modified feedback topology is used to improve robustness to interferers near fg/2 or fs. Adding programmable gain control, the 0.18 ?m CMOS ADC achieves 89.5dB DR in a 1MHz BW, consuming 4.7mW from a 1.8V supply. ","Munoz, F.; Philips, K.; Torralba, A.","DR=89.5dB, DRinst=70dB", ,0.1976,,1000000,70,,70,,,70,4.70E-03,6.40E+07,32,2.00E+06,2.35E+03,,909.3,,153.3,4.55E-04,216.29,ISSCC
2005,27.6,OS,"SDCT, Complex",0.18,A 43mW CT complex ?ä ADC with 23MHz of signal bandwidth and 68.8dB SNDR,A low-power wide-BW CT complex ?ä ADC suitable for a low-IF receiver is fabricated in a 0.18 ?m CMOS process and consumes 42.6mW from a 1.8V supply. The IC achieves 68.8dB SNDR and a DR of 72.5dB over a 23.0MHz band centered around 11.5MHz.,"Yaghini, N.; Johns, D.", , ,0.95,,23000000,68.8,,72.5,,,68.8,4.30E-02,2.76E+08,12,4.60E+07,9.35E+02,,415.3,,156.1,9.03E-06,232.71,ISSCC
2006,3.1,OS,SDCT,0.13,A 14b 20mW 640MHz CMOS CT /spl Delta//spl Sigma/ ADC with 20MHz Signal Bandwidth and 12b ENOB,"A 3rd-order single-loop CT DeltaSigma modulator with a 4b internal quantizer operating at 640MHz achieves 76dB SNR, -78dB THD, and 74dB SINAD in a 20MHz signal bandwidth with an OSR of 16. The modulator operates between 20 to 40MS/S output data rate and dissipates 20mW from a 1.2V supply at 40MS/S. The degradation of stability due to excess loop delay is solved with a quantizer feedback architecture","Mitteregger, G.; Ebner, C.; Mechnig, S.; Blon, T.; Holuigue, C.; Romani, E.; Melodia, A.; Melini, V.", , ,1.2,,20000000,74,76,,78,,74,2.00E-02,6.40E+08,16,4.00E+07,5.00E+02,,122.1,,164,3.05E-06,240.02,ISSCC
2006,3.2,OS,"SDCT, Complex",0.18,A 375mW Quadrature Bandpass /spl Delta//spl Sigma/ ADC with 90dB DR and 8.5MHz BW at 44MHz,"A CT quadrature bandpass ADC is designed for a multi-standard television receiver. When clocked at 264MHz, the ADC achieves 90dB of total DR over an 8.5MHz BW centered at 44MHz. The 4th-order 4b ADC uses a modified feedforward topology and includes 12dB of AGC. The 2.5mm2 chip consumes 375mW in a 0.18mum CMOS process ","Schreier, R.; Abaskharoun, N.; Shibata, H.; Mehr, I.; Rose, S.; Paterson, D.","DR=90dB, DRinst=85dB", ,2.5,,8500000,,76,85,,,76,3.75E-01,2.64E+08,31,1.70E+07,2.21E+04,,4277.7,,149.6,2.52E-04,221.86,ISSCC
2006,3.3,OS,"SDCT, Complex",0.18,An 118dB DR CT IF-to-Baseband /spl Sigma//spl Delta/ Modulator for AM/FM/IBOC Radio Receivers,A 1b 51h-order complex CTDeltaSigma modulator with integrated IF mixer for AM/FM/IBOC car radio receivers is presented. The 118dB DR in AM mode enables the realization of the receiver without a VGA and an external AM channel filter. It is fabricated in a 0.18mum CMOS process and consumes 210mW from a 1.8V supply ,"Silva, P.G.R.; Breems, L.J.; Makinwa, K.A.A.; Roovers, R.; Huijsing, J.H.",Data for FM, ,6,,200000,90,,98,,,90,2.10E-01,4.17E+07,104,4.00E+05,5.25E+05,,20310.5,,149.8,5.08E-02,205.81,ISSCC
2006,3.4,OS,SDSC,0.18,A 14mW Multi-bit /spl Delta//spl Sigma/ Modulator with 82dB SNR and 86dB DR for ADSL2+,Analog and digital feedforward swing-reduction techniques optimize the power consumption of this 2nd-order DeltaSigma modulator. The 0.18um CMOS prototype uses 2 telescopic OTAs and 2 ADCs requiring 10 comparators. The technique makes the modulator equivalent to a 4b architecture. The OSR is 33 and the clock frequency is 144MHz,"Kwon, S.; Maloberti, F.", , ,2.32,,2200000,78,82,86,,,78,5.10E-03,1.44E+08,33,4.40E+06,1.16E+03,,178.5,,164.3,4.06E-05,230.78,ISSCC
2006,3.5,OS,"SDSC, TI",0.18,A 5.4mW 2-Channel Time-Interleaved Multi-bit /spl Delta//spl Sigma/ Modulator with 80dB SNR and 85dB DR for ADSL,A 2nd-order DeltaSigma modulator that obtains low power consumption by 2-channel time-interleaving is described. The main channel requires 2 opamps whereas the second channel does not use any active elements. This structure is robust to channel mismatches and uses a simple clocking scheme. The circuit is integrated in a 0.18mum CMOS process and occupies an active area of 1.1mm2,Kye-Shin Lee; Sunwoo Kwon; Franco Maloberti, , ,1.1,,1100000,76,80,85,,,76,5.40E-03,1.32E+08,60,2.20E+06,2.45E+03,,476,,159.1,2.16E-04,222.51,ISSCC
2006,3.6,OS,SDCT,0.18,A 0.5V 74dB SNDR 25kHz CT ?ä Modulator with,"Aÿ0.5Vÿ3rd-order 1b fully differentialÿCTÿDeltaSigmaÿmodulatorÿinÿaÿ0.18mum CMOS process is presented.ÿAÿspecialÿreturn-to-openÿDAC,ÿaÿbody-input gate-clocked comparator, and body-input OTAs for the active-RC loop filter enable the ultra-low voltage operation. Theÿ0.6mmÿ2ÿchip consumes 370muW and achievesÿaÿpeakÿSNDRÿofÿ74dBÿinÿaÿ25kHzÿBW","Kong-pang Pun, Shouri Chatterjee, Peter Kinget", ,,0.6,,25000,74,,,,,74,3.00E-04,3.20E+06,64,5.00E+04,6.00E+03,,1464.8,,153.2,2.93E-02,200.2,ISSCC
2006,3.7,OS,SDSC,0.18,Return-to-Open DAC,A 2nd-order DeltaSigma ADC implemented in 0.18mum CMOS occupies 0.06mm2 and dissipates 0.2mW from a 0.9V supply. It achieves 80dB SNDR and 83dB DR over a 10kHz BW employing a single-phase technique to reach such performance. An amplifier-sharing scheme is proposed to improve power and area efficiency,"Goes, J.; Vaz, B.; Monteiro, R.; Paulino, N.", , ,0.06,,10000,80,82,83,,,80,2.00E-04,5.00E+06,250,2.00E+04,1.00E+04,,1223.5,,157,6.12E-02,200,ISSCC
2006,3.8,OS,SDSC,0.18,An 80/100MS/s 76.3/70.1dB SNDR /spl Delta//spl Sigma/ ADC for Digital TV Receivers,"A 4th-order SC DeltaSigma modulator with a 4b quantizer is designed for a low-power direct-conversion receiver SoC for Japanese ISDB-T and European DVB-T. It achieves a 76.3/70.1dB SNDR over a 3.2/4MHz bandwidth with a clock frequency of 80/100MHz. The 1.7mm2 chip, fabricated in a 0.18mum CMOS process draws 13.2/19.1mA from a 1.8V supply. It has a FOM of 0.7/1.64pJ/conversion ","Fujimoto, Y.; Kanazawa, Y.; Lore, P.; Miyamoto, M.", , ,1.7,,3200000,76.3,76.3,78.5,,,76.3,2.38E-02,1.00E+08,16,6.40E+06,3.71E+03,,695.5,,157.6,1.09E-04,225.65,ISSCC
2006,12.1,NQ,Pipe,0.09,A 90nm CMOS 1.2V 10b Power and Speed Programmable Pipelined ADC with 0.5pJ/Conversion-Step,"A 10b pipelined ADC with programmable speed and power achieves a power efficiency of 0.5pJ/conversion-step for sampling frequencies between 25 and 100MHz. Measurements show an ENOB of 9.3b, ERBW exceeding 100MHz, and THD<-65dB with a supply voltage of 1.2V. Chip area is 0.3mm2 in a 90nm digital CMOS process ","Geelen, Govert; Paulus, Edward; Simanjuntak, Dobson; Pastoor, Hein; Verlinden, Ren??", , ,0.3,,32000000,57.7,,,,,57.7,2.20E-02,6.40E+07,1,6.40E+07,3.44E+02,,545.3,,149.4,8.52E-06,227.44,ISSCC
2006,12.2,NQ,Pipe,0.18,A 10b 50MS/s Pipelined ADC with Opamp Current Reuse,Power-saving techniques such as opamp current reuse and capacitive level shift reduce the power consumption of a 10b pipelined ADC to 220muW/MHz. A 50MS/S prototype in 0.18mum CMOS consumes 18mW (11mW for analog) at 1.8V and occupies 1.1times1.3mm2. The measured ENOB of the ADC is 9.2b (8.8b) for a 1MHz (20MHz) input ,"Ryu, Seung-Tak; Song, Bang-Sup; Bacrania, Kanti", , ,1.43,,25000000,54.6,,,,70,54.6,1.80E-02,5.00E+07,1,5.00E+07,3.60E+02,,820.4,,146,1.64E-05,223.02,ISSCC
2006,12.3,NQ,Subranging,0.09,A 30mW 12b 40MS/s Subranging ADC with a High-Gain Offset-Canceling Positive-Feedback Amplifier in 90nm Digital CMOS,A 12b 40MS/s 2-step subranging ADC is realized in a 90nm digital CMOS process. It uses a 7b coarse quantizer with a high-gain offset-canceling positive-feedback amplifier. ENOB is 10.2b at a 0.7V supply and 11.0b at a 1.0V supply. The ADC consumes 30mW at 40MS/s,"Shimizu, Yasuhide; Murayama, Shigemitsu; Kudoh, Kohhei; Yatsuda, Hiroaki; Ogawa, Akihide", , ,4.6728,,20000000,62.6,63.5,,,72.7,62.6,3.00E-02,4.00E+07,1,4.00E+07,7.50E+02,,683.4,,150.8,1.71E-05,226.82,ISSCC
2006,12.4,NQ,"Pipe, CBSC",0.18,Comparator-Based Switched-Capacitor Circuits For Scaled CMOS Technologies,A comparator-based switched-capacitor (CBSC) design method for sampled-data systems utilizes topologies similar to traditional opamp-based methods but relies on the detection of the virtual ground using a comparator instead of forcing it with feedback. A prototype 10b CBSC 1.5b/stage pipelined ADC is implemented in a 0.18mum CMOS process. The converter operates at 8MHz and consumes 2.5mW,"Sepke, Todd; Fiorenza, John; Sodini, Charles; Holloway, Peter; Lee, Hae-Seung", , ,1.2,,4000000,54,,,,,54,2.50E-03,8.00E+06,1,8.00E+06,3.13E+02,,763.1,,146,9.54E-05,215.07,ISSCC
2006,12.5,NQ,SAR,0.18,A 25?W 100kS/s 12b ADC for Wireless Micro-Sensor Applications,"A 0.18mum CMOS 12b 100kS/s successive approximation ADC is presented. The entire ADC consumes 25muW from a 1V supply and achieves an SNDR of 65dB. Its sampling rate can be scaled, yielding linear power savings. Efficiency of the comparator is increased by an offset compensating latch, while noise performance and common-mode rejection are improved by a modified capacitor network","Verma, Naveen; Chandrakasan, Anantha", , ,0.63,,50000,65,,,,71,65,2.50E-05,1.00E+05,1,1.00E+05,2.50E+02,,172,,158,1.72E-03,208.01,ISSCC
2006,12.6,NQ,Pipe,0.13,A 14b 100MS/s Digitally Self-Calibrated Pipelined ADC in 0.13æm CMOS,A 14b multi-bit-per-stage pipelined ADC is implemented in a 0.13mum digital CMOS process. The gain and matching errors of the analog circuitry are compensated by a digital calibration scheme that allows the usage of a low-gain op-amp. A low power consumption has been reached by introducing a charge compensation scheme,"Bogner, Peter; Kuttner, Franz; Kropf, Claus; Hartig, Thomas; Burian, Markus; Eul, Hermann", , ,1.02,,50000000,66,,75,70,,66,2.24E-01,1.00E+08,1,1.00E+08,2.24E+03,,1373.8,,149.5,1.37E-05,229.49,ISSCC
